"","Ho","Hs","Ht","Dst","Htp","Dstp","Fst","Fstp","Fis","Dest"
"X14729_10",0.2333,0.2621,0.2611,-0.0011,0.26,-0.0021,-0.0041,-0.0082,0.1098,-0.0029
"X14732_18",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X14731_12",0.1813,0.3831,0.4931,0.11,0.6031,0.22,0.2231,0.3648,0.5269,0.3567
"X21100_9",0.0667,0.1236,0.1285,0.0049,0.1333,0.0098,0.038,0.0732,0.4605,0.0111
"X14744_25",0.3722,0.3401,0.3423,0.0022,0.3444,0.0044,0.0064,0.0126,-0.0945,0.0066
"X21106_15",0.1667,0.2614,0.3474,0.086,0.4333,0.172,0.2475,0.3968,0.3624,0.2328
"X14753_35",0.1611,0.2386,0.5054,0.2668,0.7722,0.5337,0.528,0.6911,0.3246,0.7009
"X14759_15",0.2778,0.3173,0.4087,0.0913,0.5,0.1827,0.2235,0.3653,0.1247,0.2676
"X14758_40",0.1056,0.1039,0.102,-0.002,0.1,-0.0039,-0.0194,-0.0395,-0.0155,-0.0044
"X21109_11",0.0625,0.0615,0.062,5e-04,0.0625,0.001,0.0081,0.0161,-0.0164,0.0011
"X14776_41",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14783_25",0.1,0.256,0.328,0.072,0.4,0.144,0.2195,0.3599,0.6094,0.1935
"X21116_30",0.0357,0.0361,0.0359,-2e-04,0.0357,-4e-04,-0.0054,-0.0109,0.0108,-4e-04
"X14793_19",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0056,0.0112,-0.0113,6e-04
"X14703_28",0.2,0.1655,0.1827,0.0173,0.2,0.0345,0.0945,0.1727,-0.2088,0.0414
"X14709_35",0.3333,0.3422,0.4211,0.0789,0.5,0.1578,0.1873,0.3155,0.026,0.2398
"X14712_36",0.0882,0.1324,0.1398,0.0073,0.1471,0.0146,0.0523,0.0994,0.3338,0.0168
"X14716_34",0.0556,0.1495,0.1581,0.0086,0.1667,0.0172,0.0545,0.1033,0.6283,0.0202
"X14876_35",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14806_11",0.1278,0.1215,0.1219,4e-04,0.1222,7e-04,0.003,0.006,-0.0518,8e-04
"X21123_11",0.0556,0.0548,0.0552,4e-04,0.0556,7e-04,0.0067,0.0133,-0.0135,8e-04
"X14822_16",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X21125_34",0.0312,0.0911,0.0924,0.0013,0.0937,0.0027,0.0144,0.0283,0.6569,0.0029
"X14825_35",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X21130_37",0.2288,0.3371,0.5084,0.1713,0.6797,0.3426,0.337,0.5041,0.3214,0.5169
"X14860_15",0.0333,0.2627,0.288,0.0253,0.3133,0.0506,0.0878,0.1615,0.8731,0.0686
"X14863_22",0.1389,0.2577,0.4205,0.1628,0.5833,0.3256,0.3872,0.5582,0.461,0.4387
"X14870_17",0.0417,0.042,0.0418,-2e-04,0.0417,-3e-04,-0.0038,-0.0077,0.0076,-3e-04
"X14872_32",0.1611,0.1518,0.1509,-9e-04,0.15,-0.0018,-0.006,-0.012,-0.0613,-0.0021
"X14873_28",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X14895_27",0.1176,0.1077,0.1127,0.005,0.1176,0.01,0.0442,0.0847,-0.0925,0.0112
"X21139_15",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X21140_32",0,0.194,0.185,-0.009,0.1759,-0.0181,-0.0489,-0.1028,1,-0.0224
"X14902_13",0.15,0.262,0.356,0.094,0.45,0.188,0.264,0.4177,0.4276,0.2547
"X14915_27",0.0833,0.1262,0.1325,0.0064,0.1389,0.0127,0.048,0.0916,0.3395,0.0146
"X14913_30",0.1944,0.2554,0.336,0.0807,0.4167,0.1613,0.24,0.3871,0.2385,0.2166
"X14912_25",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X14914_33",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X14925_40",0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
"X14928_33",0.1111,0.1094,0.1072,-0.0022,0.1049,-0.0045,-0.0209,-0.0428,-0.0154,-0.005
"X14932_33",0.4188,0.4882,0.4785,-0.0097,0.4687,-0.0195,-0.0204,-0.0416,0.1423,-0.0381
"X14937_32",0.3056,0.3001,0.3445,0.0444,0.3889,0.0887,0.1288,0.2282,-0.018,0.1268
"X14942_37",0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
"X14954_16",0.15,0.1319,0.141,0.009,0.15,0.0181,0.0641,0.1205,-0.137,0.0208
"X14957_13",0.1176,0.1077,0.1127,0.005,0.1176,0.01,0.0442,0.0847,-0.0925,0.0112
"X21158_38",0.0588,0.0583,0.0585,3e-04,0.0588,5e-04,0.0047,0.0093,-0.0094,6e-04
"X14962_15",0.1544,0.1441,0.1456,0.0015,0.1471,0.003,0.0103,0.0203,-0.0718,0.0035
"X14964_21",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X14965_32",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X14968_40",0.125,0.1138,0.1194,0.0056,0.125,0.0112,0.0468,0.0894,-0.0981,0.0126
"X14970_33",0.1111,0.1094,0.1072,-0.0022,0.1049,-0.0045,-0.0209,-0.0428,-0.0154,-0.005
"X14973_13",0.3333,0.4995,0.4849,-0.0145,0.4704,-0.0291,-0.03,-0.0618,0.3326,-0.0581
"X14975_15",0.3154,0.5222,0.5111,-0.0111,0.5,-0.0222,-0.0218,-0.0445,0.3961,-0.0466
"X14978_20",0.2,0.1655,0.1827,0.0173,0.2,0.0345,0.0945,0.1727,-0.2088,0.0414
"X14980_22",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X14983_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14985_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14986_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14988_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14990_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14992_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14993_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X14994_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X15008_35",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X14998_20",0.1071,0.1554,0.167,0.0116,0.1786,0.0232,0.0693,0.1297,0.3106,0.0274
"X15000_26",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X14999_37",0.2722,0.2576,0.2788,0.0212,0.3,0.0424,0.0761,0.1415,-0.0569,0.0572
"X15006_40",0.3833,0.3168,0.3151,-0.0017,0.3133,-0.0035,-0.0055,-0.0111,-0.2099,-0.0051
"X15011_41",0.0625,0.1631,0.1753,0.0122,0.1875,0.0244,0.0697,0.1304,0.6167,0.0292
"X15119_19",0.0714,0.229,0.2217,-0.0074,0.2143,-0.0147,-0.0332,-0.0687,0.6881,-0.0191
"X15124_35",0,0.0683,0.0675,-8e-04,0.0667,-0.0016,-0.012,-0.0244,1,-0.0017
"X15041_18",0.375,0.4763,0.5116,0.0353,0.5469,0.0706,0.069,0.1291,0.2127,0.1348
"X21181_20",0.0455,0.0456,0.0455,-1e-04,0.0455,-1e-04,-0.0013,-0.0025,0.0025,-1e-04
"X15083_20",0.1667,0.1439,0.1553,0.0114,0.1667,0.0227,0.0732,0.1364,-0.1579,0.0265
"X15106_27",0.15,0.2404,0.2952,0.0548,0.35,0.1096,0.1857,0.3133,0.3759,0.1443
"X15110_14",0.0625,0.061,0.0618,7e-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
"X15115_20",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X15125_40",0.4611,0.3343,0.3588,0.0245,0.3833,0.049,0.0683,0.1278,-0.3792,0.0736
"X15128_14",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X15017_16",0.1333,0.1273,0.127,-3e-04,0.1267,-6e-04,-0.0024,-0.0048,-0.0476,-7e-04
"X15024_17",0.0588,0.0583,0.0585,3e-04,0.0588,5e-04,0.0047,0.0093,-0.0094,6e-04
"X15028_28",0.1382,0.133,0.1312,-0.0018,0.1294,-0.0036,-0.0138,-0.0279,-0.0392,-0.0042
"X15030_9",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X21178_25",0.0385,0.0387,0.0386,-1e-04,0.0385,-2e-04,-0.0032,-0.0063,0.0063,-3e-04
"X15059_14",0.2876,0.5018,0.5058,0.004,0.5098,0.008,0.0079,0.0158,0.4269,0.0161
"X15062_25",0.3278,0.2865,0.3933,0.1067,0.5,0.2135,0.2714,0.4269,-0.1439,0.2992
"X15065_40",0.1333,0.2081,0.2374,0.0293,0.2667,0.0585,0.1233,0.2195,0.3594,0.0739
"X15067_16",0.0833,0.0829,0.0816,-0.0013,0.0802,-0.0027,-0.0163,-0.0332,-0.0051,-0.0029
"X15080_17",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X15082_13",0.1471,0.1713,0.1886,0.0173,0.2059,0.0346,0.0918,0.1682,0.1413,0.0418
"X15090_40",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X15091_29",0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
"X15094_35",0.1389,0.1238,0.1314,0.0075,0.1389,0.0151,0.0573,0.1084,-0.1216,0.0172
"X15162_20",0.2,0.2537,0.4268,0.1732,0.6,0.3463,0.4057,0.5772,0.2115,0.4641
"X15147_18",0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
"X15132_15",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X15142_39",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X15146_26",0.5,0.25,0.375,0.125,0.5,0.25,0.3333,0.5,-1,0.3333
"X15152_19",0.3,0.3134,0.5067,0.1933,0.7,0.3866,0.3815,0.5523,0.0428,0.5631
"X15170_20",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X15317_17",0.3,0.2476,0.4238,0.1762,0.6,0.3524,0.4158,0.5873,-0.2117,0.4684
"X21198_38",0.0385,0.0387,0.0386,-1e-04,0.0385,-2e-04,-0.0032,-0.0063,0.0063,-3e-04
"X15173_20",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X15186_25",0.2167,0.2797,0.2732,-0.0065,0.2667,-0.0131,-0.0239,-0.0489,0.2254,-0.0181
"X15187_40",0.0625,0.0612,0.0618,7e-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
"X15190_22",0.2188,0.2031,0.1992,-0.0039,0.1953,-0.0078,-0.0196,-0.04,-0.0769,-0.0098
"X15189_11",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X15199_26",0.1714,0.3698,0.4349,0.0651,0.5,0.1302,0.1497,0.2605,0.5364,0.2067
"X15205_9",0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
"X15207_6",0.434,0.3975,0.4488,0.0512,0.5,0.1025,0.1142,0.205,-0.0919,0.1701
"X15208_16",0.4111,0.4733,0.4941,0.0208,0.5148,0.0415,0.042,0.0806,0.1314,0.0788
"X15209_7",0.0556,0.0547,0.0551,4e-04,0.0556,8e-04,0.0076,0.0152,-0.0154,9e-04
"X15214_8",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X15213_11",0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
"X15215_27",0.4167,0.4683,0.4731,0.0047,0.4778,0.0094,0.01,0.0198,0.1103,0.0178
"X15225_15",0.2056,0.1865,0.1877,0.0012,0.1889,0.0024,0.0064,0.0128,-0.1023,0.003
"X15229_25",0.2167,0.193,0.1965,0.0035,0.2,0.007,0.0179,0.0351,-0.1228,0.0087
"X15236_35",0.0278,0.0282,0.028,-2e-04,0.0278,-4e-04,-0.0075,-0.0152,0.0149,-4e-04
"X15237_27",0.2361,0.2794,0.2763,-0.0031,0.2731,-0.0062,-0.0113,-0.0228,0.1549,-0.0086
"X15239_17",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X15252_30",0.0357,0.0364,0.0361,-4e-04,0.0357,-7e-04,-0.0099,-0.02,0.0196,-7e-04
"X15254_17",0.25,0.1988,0.2244,0.0256,0.25,0.0512,0.1142,0.2049,-0.2577,0.0639
"X15259_6",0.2071,0.3574,0.3894,0.032,0.4214,0.064,0.0822,0.1519,0.4205,0.0996
"X15275_13",0.0333,0.0967,0.0983,0.0017,0.1,0.0033,0.0169,0.0333,0.6552,0.0037
"X15279_22",0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
"X15280_19",0.0778,0.2944,0.4208,0.1264,0.5472,0.2528,0.3004,0.4621,0.7358,0.3583
"X15296_20",0,0.0679,0.0673,-6e-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
"X15305_29",0.2788,0.3903,0.3779,-0.0125,0.3654,-0.025,-0.033,-0.0683,0.2856,-0.0409
"X15307_25",0.3125,0.2976,0.3332,0.0356,0.3688,0.0712,0.1068,0.193,-0.0502,0.1013
"X15335_11",0,0.2724,0.4219,0.1495,0.5714,0.2991,0.3544,0.5234,1,0.411
"X15345_38",0,0.2957,0.3978,0.1022,0.5,0.2043,0.2568,0.4087,1,0.2901
"X15348_15",0.6722,0.5111,0.5056,-0.0056,0.5,-0.0111,-0.011,-0.0222,-0.3152,-0.0227
"X15349_11",0.0667,0.0648,0.0658,9e-04,0.0667,0.0018,0.0138,0.0273,-0.028,0.0019
"X15372_16",0.0556,0.0547,0.0551,4e-04,0.0556,8e-04,0.0076,0.0152,-0.0154,9e-04
"X21245_34",0.0625,0.061,0.0618,7e-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
"X15382_16",0.2556,0.2196,0.2265,0.0069,0.2333,0.0137,0.0303,0.0588,-0.1637,0.0176
"X21246_36",0.0714,0.1306,0.1367,0.0061,0.1429,0.0123,0.0449,0.0859,0.453,0.0141
"X21247_17",0.1562,0.1791,0.1989,0.0198,0.2188,0.0396,0.0997,0.1812,0.1276,0.0483
"X15393_36",0.0833,0.0832,0.0816,-0.0016,0.08,-0.0032,-0.0195,-0.0398,-0.0018,-0.0035
"X15398_17",0.1429,0.2193,0.2525,0.0332,0.2857,0.0665,0.1316,0.2326,0.3485,0.0851
"X21252_13",0.0357,0.1041,0.1056,0.0015,0.1071,0.003,0.0142,0.0281,0.657,0.0034
"X15405_38",0.2056,0.3821,0.3716,-0.0105,0.3611,-0.021,-0.0282,-0.058,0.462,-0.0339
"X15424_13",0.1667,0.1442,0.1554,0.0112,0.1667,0.0225,0.0724,0.135,-0.156,0.0263
"X15444_34",0.0667,0.066,0.0664,3e-04,0.0667,6e-04,0.0047,0.0094,-0.0095,7e-04
"X15460_10",0.1538,0.1888,0.2098,0.021,0.2308,0.042,0.1,0.1818,0.1852,0.0517
"X15469_15",0.2017,0.1864,0.1857,-8e-04,0.1849,-0.0016,-0.0042,-0.0085,-0.0817,-0.0019
"X21272_23",0.0455,0.0456,0.0455,-1e-04,0.0455,-1e-04,-0.0013,-0.0025,0.0025,-1e-04
"X15487_12",0.2176,0.3899,0.3832,-0.0067,0.3765,-0.0135,-0.0176,-0.0358,0.4418,-0.0221
"X15490_11",0.2,0.2195,0.4597,0.2403,0.7,0.4805,0.5226,0.6864,0.0888,0.6156
"X15491_34",0.1,0.1693,0.1846,0.0154,0.2,0.0307,0.0832,0.1536,0.4093,0.037
"X15498_25",0.125,0.114,0.1195,0.0055,0.125,0.011,0.0459,0.0878,-0.0962,0.0124
"X15499_34",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X15500_28",0.1278,0.1215,0.1219,4e-04,0.1222,7e-04,0.003,0.006,-0.0518,8e-04
"X21276_11",0,0.0743,0.0729,-0.0014,0.0714,-0.0029,-0.0196,-0.04,1,-0.0031
"X15505_20",0.2778,0.256,0.3502,0.0942,0.4444,0.1884,0.269,0.4239,-0.085,0.2533
"X15506_24",0.2,0.2762,0.477,0.2008,0.6778,0.4016,0.421,0.5925,0.2758,0.5548
"X15416_15",0.1438,0.1888,0.1897,9e-04,0.1906,0.0018,0.0047,0.0094,0.2388,0.0022
"X15417_23",0.1875,0.2619,0.3497,0.0878,0.4375,0.1756,0.2512,0.4015,0.284,0.238
"X15418_21",0.1964,0.4359,0.4322,-0.0037,0.4286,-0.0073,-0.0085,-0.0171,0.5494,-0.013
"X15422_14",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X15427_40",0.1611,0.1518,0.1509,-9e-04,0.15,-0.0018,-0.006,-0.012,-0.0613,-0.0021
"X21265_11",0,0.0743,0.0729,-0.0014,0.0714,-0.0029,-0.0196,-0.04,1,-0.0031
"X15437_24",0.0714,0.07,0.0707,7e-04,0.0714,0.0014,0.0101,0.02,-0.0204,0.0015
"X15442_10",0.0385,0.1478,0.1444,-0.0034,0.141,-0.0068,-0.0236,-0.0483,0.7398,-0.008
"X15441_33",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X15451_7",0.1979,0.2357,0.5033,0.2676,0.7708,0.5351,0.5316,0.6942,0.1604,0.7002
"X21298_22",0,0.1908,0.2065,0.0157,0.2222,0.0314,0.0761,0.1415,1,0.0389
"X15510_41",0.1471,0.1713,0.1886,0.0173,0.2059,0.0346,0.0918,0.1682,0.1413,0.0418
"X15520_40",0.0312,0.1398,0.1376,-0.0022,0.1354,-0.0044,-0.016,-0.0325,0.7765,-0.0051
"X15521_27",0,0.1207,0.1228,0.0022,0.125,0.0043,0.0175,0.0345,1,0.0049
"X15522_30",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X15526_19",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X15527_20",0.0714,0.0694,0.0704,0.001,0.0714,0.002,0.0144,0.0284,-0.0292,0.0022
"X21285_6",0.0417,0.0419,0.0418,-1e-04,0.0417,-2e-04,-0.0023,-0.0046,0.0046,-2e-04
"X15528_40",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0056,0.0112,-0.0113,6e-04
"X15531_22",0.1944,0.1616,0.178,0.0164,0.1944,0.0328,0.0921,0.1687,-0.2029,0.0391
"X15532_9",0.0625,0.0614,0.062,5e-04,0.0625,0.0011,0.0087,0.0172,-0.0175,0.0011
"X15543_17",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X15561_12",0.1611,0.1953,0.1977,0.0023,0.2,0.0047,0.0119,0.0234,0.1751,0.0058
"X21290_17",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X15571_34",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X21294_41",0.0625,0.0614,0.062,5e-04,0.0625,0.0011,0.0087,0.0172,-0.0175,0.0011
"X15579_12",0.2,0.1651,0.1825,0.0175,0.2,0.0349,0.0957,0.1747,-0.2117,0.0418
"X15580_29",0.2556,0.2196,0.2265,0.0069,0.2333,0.0137,0.0303,0.0588,-0.1637,0.0176
"X15588_18",0,0.1217,0.1233,0.0017,0.125,0.0033,0.0136,0.0267,1,0.0038
"X15589_31",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X15593_11",0.1389,0.1992,0.2246,0.0254,0.25,0.0508,0.1131,0.2031,0.3028,0.0634
"X15596_8",0.1389,0.1238,0.1314,0.0075,0.1389,0.0151,0.0573,0.1084,-0.1216,0.0172
"X15598_27",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X15599_37",0.4389,0.4224,0.4612,0.0388,0.5,0.0776,0.0841,0.1552,-0.039,0.1343
"X15601_12",0.0714,0.0692,0.0703,0.0011,0.0714,0.0022,0.0159,0.0312,-0.0323,0.0024
"X15608_12",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X15632_37",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X15626_15",0.0667,0.123,0.1282,0.0052,0.1333,0.0103,0.0402,0.0773,0.4581,0.0117
"X15642_12",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X15644_12",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X15645_13",0.1794,0.2269,0.2458,0.0189,0.2647,0.0378,0.0768,0.1427,0.2094,0.0488
"X15638_16",0.15,0.1977,0.2239,0.0261,0.25,0.0523,0.1168,0.2091,0.2414,0.0652
"X15639_15",0.3444,0.2936,0.2898,-0.0037,0.2861,-0.0075,-0.0129,-0.0261,-0.1733,-0.0106
"X21320_34",0.0667,0.0653,0.066,7e-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
"X15669_40",0.0882,0.1746,0.1902,0.0157,0.2059,0.0313,0.0823,0.152,0.4946,0.0379
"X21321_34",0.0667,0.0653,0.066,7e-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
"X15671_19",0,0.0601,0.0595,-7e-04,0.0588,-0.0013,-0.0111,-0.0224,1,-0.0014
"X21312_34",0.0667,0.0653,0.066,7e-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
"X21314_12",0,0.0688,0.0677,-0.0011,0.0667,-0.0022,-0.0159,-0.0323,1,-0.0023
"X15746_27",0.1382,0.3991,0.4672,0.0681,0.5353,0.1362,0.1457,0.2544,0.6537,0.2266
"X15672_20",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0056,0.0112,-0.0113,6e-04
"X15673_41",0.0938,0.0886,0.0912,0.0026,0.0938,0.0052,0.0283,0.0551,-0.0584,0.0057
"X15674_39",0.0588,0.1102,0.1139,0.0037,0.1176,0.0074,0.0326,0.0631,0.4663,0.0083
"X21324_15",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X15682_17",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X15685_36",0.0882,0.1769,0.1914,0.0145,0.2059,0.029,0.0758,0.1409,0.5012,0.0352
"X21328_37",0.0868,0.0865,0.0849,-0.0016,0.0833,-0.0031,-0.0185,-0.0378,-0.0037,-0.0034
"X15699_25",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X15713_10",0.2938,0.4938,0.5125,0.0187,0.5313,0.0375,0.0366,0.0705,0.4051,0.074
"X21334_19",0.0385,0.0388,0.0386,-2e-04,0.0385,-4e-04,-0.0047,-0.0094,0.0093,-4e-04
"X15730_25",0.3056,0.4418,0.4293,-0.0126,0.4167,-0.0252,-0.0293,-0.0604,0.3084,-0.0451
"X15732_19",0.25,0.2235,0.2229,-6e-04,0.2222,-0.0013,-0.0028,-0.0057,-0.1186,-0.0016
"X15741_19",0.1056,0.1039,0.102,-0.002,0.1,-0.0039,-0.0194,-0.0395,-0.0155,-0.0044
"X15758_33",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X15844_7",0.0882,0.1324,0.1398,0.0073,0.1471,0.0146,0.0523,0.0994,0.3338,0.0168
"X15867_7",0.15,0.197,0.2235,0.0265,0.25,0.053,0.1186,0.212,0.2385,0.066
"X15775_34",0.0778,0.1643,0.1669,0.0026,0.1694,0.0052,0.0155,0.0306,0.5265,0.0062
"X15800_20",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X15801_35",0.2778,0.224,0.48,0.2561,0.7361,0.5122,0.5335,0.6958,-0.2403,0.66
"X15819_33",0,0.0605,0.0597,-8e-04,0.0588,-0.0017,-0.0141,-0.0286,1,-0.0018
"X15840_29",0.1676,0.1571,0.1565,-6e-04,0.1559,-0.0012,-0.004,-0.008,-0.0669,-0.0015
"X15853_35",0.0385,0.0388,0.0386,-2e-04,0.0385,-4e-04,-0.0047,-0.0094,0.0093,-4e-04
"X15856_25",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X15861_13",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X15863_7",0.0333,0.0343,0.0338,-5e-04,0.0333,-9e-04,-0.014,-0.0283,0.0275,-0.001
"X15864_16",0.1778,0.3306,0.4394,0.1088,0.5481,0.2175,0.2475,0.3968,0.4623,0.325
"X15876_21",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X15769_23",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X21344_31",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X15777_26",0.0385,0.0388,0.0386,-2e-04,0.0385,-4e-04,-0.0047,-0.0094,0.0093,-4e-04
"X15779_29",0.0357,0.0361,0.0359,-2e-04,0.0357,-4e-04,-0.0054,-0.0109,0.0108,-4e-04
"X15783_22",0.2833,0.2912,0.2873,-0.0039,0.2833,-0.0079,-0.0137,-0.0279,0.0271,-0.0111
"X15786_13",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X21346_31",0.1381,0.1951,0.1904,-0.0047,0.1857,-0.0094,-0.0246,-0.0505,0.2921,-0.0116
"X15807_26",0.1071,0.0999,0.1035,0.0036,0.1071,0.0073,0.035,0.0677,-0.0726,0.0081
"X15811_39",0.25,0.2728,0.3864,0.1136,0.5,0.2272,0.294,0.4543,0.0837,0.3124
