locus,Ho,Hs,Ht,Dst,Htp,Dstp,Fst,Fstp,Fis,Dest
3642_26,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
4275_18,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
18779_28,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
19330_25,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
8194_29,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
8437_16,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
8958_35,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
9182_30,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
9832_12,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
10601_39,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
11790_14,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
12180_40,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
12242_20,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
12515_39,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
16657_26,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
14638_13,0.2357,0.3791,0.3753,-0.0038,0.3714,-0.0076,-0.0102,-0.0206,0.3782,-0.0123
8286_25,0.0333,0.034,0.0337,-4.00E-04,0.0333,-7.00E-04,-0.0105,-0.0213,0.0208,-7.00E-04
19843_6,0.3167,0.4289,0.4245,-0.0045,0.42,-0.0089,-0.0105,-0.0213,0.2617,-0.0157
3369_31,0.0588,0.0601,0.0595,-6.00E-04,0.0588,-0.0013,-0.0108,-0.0217,0.0213,-0.0014
4122_10,0,0.073,0.0722,-8.00E-04,0.0714,-0.0016,-0.0108,-0.0218,1,-0.0017
4815_20,0.0588,0.0601,0.0595,-6.00E-04,0.0588,-0.0013,-0.0108,-0.0217,0.0213,-0.0014
5472_32,0,0.073,0.0722,-8.00E-04,0.0714,-0.0016,-0.0108,-0.0218,1,-0.0017
8511_38,0,0.073,0.0722,-8.00E-04,0.0714,-0.0016,-0.0108,-0.0218,1,-0.0017
20580_9,0,0.073,0.0722,-8.00E-04,0.0714,-0.0016,-0.0108,-0.0218,1,-0.0017
373_15,0.6722,0.5111,0.5056,-0.0056,0.5,-0.0111,-0.011,-0.0222,-0.3152,-0.0227
15348_15,0.6722,0.5111,0.5056,-0.0056,0.5,-0.0111,-0.011,-0.0222,-0.3152,-0.0227
1172_35,0.2438,0.2205,0.218,-0.0024,0.2156,-0.0048,-0.0111,-0.0225,-0.1056,-0.0062
3130_39,0,0.0601,0.0595,-7.00E-04,0.0588,-0.0013,-0.0111,-0.0224,1,-0.0014
7565_16,0,0.0601,0.0595,-7.00E-04,0.0588,-0.0013,-0.0111,-0.0224,1,-0.0014
19970_11,0.0312,0.0319,0.0316,-3.00E-04,0.0312,-7.00E-04,-0.0111,-0.0224,0.0219,-7.00E-04
9930_19,0,0.0601,0.0595,-7.00E-04,0.0588,-0.0013,-0.0111,-0.0224,1,-0.0014
11932_23,0.2438,0.2205,0.218,-0.0024,0.2156,-0.0048,-0.0111,-0.0225,-0.1056,-0.0062
20944_31,0.0312,0.0319,0.0316,-3.00E-04,0.0312,-7.00E-04,-0.0111,-0.0224,0.0219,-7.00E-04
15671_19,0,0.0601,0.0595,-7.00E-04,0.0588,-0.0013,-0.0111,-0.0224,1,-0.0014
16640_8,0,0.0601,0.0595,-7.00E-04,0.0588,-0.0013,-0.0111,-0.0224,1,-0.0014
17527_13,0,0.0601,0.0595,-7.00E-04,0.0588,-0.0013,-0.0111,-0.0224,1,-0.0014
3759_12,0.1961,0.2306,0.228,-0.0026,0.2255,-0.0051,-0.0112,-0.0227,0.1497,-0.0066
4221_23,0.15,0.1432,0.1416,-0.0016,0.14,-0.0032,-0.0112,-0.0227,-0.0476,-0.0037
19245_41,0.15,0.1432,0.1416,-0.0016,0.14,-0.0032,-0.0112,-0.0227,-0.0476,-0.0037
13703_23,0.6188,0.4794,0.4741,-0.0053,0.4687,-0.0107,-0.0112,-0.0227,-0.2907,-0.0205
16776_23,0.6188,0.4794,0.4741,-0.0053,0.4687,-0.0107,-0.0112,-0.0227,-0.2907,-0.0205
15237_27,0.2361,0.2794,0.2763,-0.0031,0.2731,-0.0062,-0.0113,-0.0228,0.1549,-0.0086
20513_33,0.5308,0.4643,0.4591,-0.0052,0.4538,-0.0104,-0.0114,-0.023,-0.1432,-0.0195
9985_33,0.0294,0.0301,0.0298,-3.00E-04,0.0294,-7.00E-04,-0.0115,-0.0234,0.0228,-7.00E-04
1048_16,0.4786,0.5119,0.5059,-0.0059,0.5,-0.0119,-0.0117,-0.0238,0.0651,-0.0244
200_10,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
564_31,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
738_38,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
932_34,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
1196_41,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
1992_9,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
2349_28,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
2352_28,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
2353_28,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
2317_28,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
2600_20,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
2817_7,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
3975_39,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
5528_18,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
5613_9,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
6089_21,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
6147_34,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
6477_26,0.1556,0.1479,0.1462,-0.0017,0.1444,-0.0035,-0.0119,-0.0241,-0.0516,-0.0041
7358_9,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
7959_35,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
7960_35,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
8346_17,0.1556,0.1479,0.1462,-0.0017,0.1444,-0.0035,-0.0119,-0.0241,-0.0516,-0.0041
8492_13,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
9075_21,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
9263_34,0.1556,0.1479,0.1462,-0.0017,0.1444,-0.0035,-0.0119,-0.0241,-0.0516,-0.0041
9323_11,0.1556,0.1479,0.1462,-0.0017,0.1444,-0.0035,-0.0119,-0.0241,-0.0516,-0.0041
9949_11,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
9982_11,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
10271_20,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
11150_28,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
13405_22,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
13887_25,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
14526_19,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
14626_11,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
14616_32,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
15189_11,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
16417_22,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
16650_32,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
16876_41,0,0.0569,0.0562,-7.00E-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
21968_38,0,0.0683,0.0675,-8.00E-04,0.0667,-0.0016,-0.012,-0.0244,1,-0.0017
2107_35,0.0278,0.1359,0.1343,-0.0016,0.1327,-0.0032,-0.012,-0.0243,0.7957,-0.0037
4186_23,0.0278,0.0285,0.0281,-3.00E-04,0.0278,-7.00E-04,-0.012,-0.0242,0.0237,-7.00E-04
5526_30,0.0278,0.0285,0.0281,-3.00E-04,0.0278,-7.00E-04,-0.012,-0.0242,0.0237,-7.00E-04
5375_12,0,0.0683,0.0675,-8.00E-04,0.0667,-0.0016,-0.012,-0.0244,1,-0.0017
8344_7,0.0278,0.0285,0.0281,-3.00E-04,0.0278,-7.00E-04,-0.012,-0.0242,0.0237,-7.00E-04
19863_6,0,0.0683,0.0675,-8.00E-04,0.0667,-0.0016,-0.012,-0.0244,1,-0.0017
9429_23,0,0.0683,0.0675,-8.00E-04,0.0667,-0.0016,-0.012,-0.0244,1,-0.0017
10585_23,0.0278,0.1359,0.1343,-0.0016,0.1327,-0.0032,-0.012,-0.0243,0.7957,-0.0037
15124_35,0,0.0683,0.0675,-8.00E-04,0.0667,-0.0016,-0.012,-0.0244,1,-0.0017
18214_38,0.1294,0.1266,0.125,-0.0015,0.1235,-0.003,-0.0121,-0.0245,-0.0226,-0.0035
1757_19,0.2778,0.2466,0.2437,-0.0029,0.2407,-0.0059,-0.0121,-0.0245,-0.1263,-0.0078
20932_31,0.1222,0.1785,0.1763,-0.0022,0.1741,-0.0044,-0.0124,-0.0252,0.3151,-0.0053
17887_34,0.3849,0.4639,0.4581,-0.0058,0.4524,-0.0115,-0.0126,-0.0255,0.1703,-0.0215
5109_25,0.1993,0.4123,0.4071,-0.0052,0.402,-0.0103,-0.0127,-0.0257,0.5165,-0.0176
9351_38,0.1438,0.1378,0.1361,-0.0017,0.1344,-0.0034,-0.0127,-0.0256,-0.043,-0.004
308_15,0.3444,0.2936,0.2898,-0.0037,0.2861,-0.0075,-0.0129,-0.0261,-0.1733,-0.0106
4683_15,0.3444,0.2936,0.2898,-0.0037,0.2861,-0.0075,-0.0129,-0.0261,-0.1733,-0.0106
10333_15,0.3444,0.2936,0.2898,-0.0037,0.2861,-0.0075,-0.0129,-0.0261,-0.1733,-0.0106
13039_15,0.3444,0.2936,0.2898,-0.0037,0.2861,-0.0075,-0.0129,-0.0261,-0.1733,-0.0106
15639_15,0.3444,0.2936,0.2898,-0.0037,0.2861,-0.0075,-0.0129,-0.0261,-0.1733,-0.0106
17153_21,0.2118,0.3634,0.3588,-0.0046,0.3542,-0.0092,-0.0129,-0.026,0.4171,-0.0145
17628_15,0.3444,0.2936,0.2898,-0.0037,0.2861,-0.0075,-0.0129,-0.0261,-0.1733,-0.0106
2679_34,0.1625,0.2566,0.2533,-0.0033,0.25,-0.0066,-0.013,-0.0264,0.3667,-0.0089
2774_28,0.2471,0.2234,0.2205,-0.0029,0.2176,-0.0057,-0.013,-0.0262,-0.1061,-0.0074
8504_26,0.2361,0.2638,0.2604,-0.0034,0.2569,-0.0068,-0.0131,-0.0265,0.1048,-0.0093
11781_24,0.0278,0.0855,0.0844,-0.0011,0.0833,-0.0022,-0.0131,-0.0265,0.6753,-0.0024
11782_24,0.0278,0.0855,0.0844,-0.0011,0.0833,-0.0022,-0.0131,-0.0265,0.6753,-0.0024
16717_32,0,0.079,0.078,-0.001,0.0769,-0.0021,-0.0132,-0.0267,1,-0.0022
4738_40,0.1588,0.1511,0.1491,-0.002,0.1471,-0.004,-0.0134,-0.0272,-0.0514,-0.0047
19008_26,0.1588,0.1511,0.1491,-0.002,0.1471,-0.004,-0.0134,-0.0272,-0.0514,-0.0047
7757_20,0.1588,0.1511,0.1491,-0.002,0.1471,-0.004,-0.0134,-0.0272,-0.0514,-0.0047
9882_40,0.1056,0.1541,0.1521,-0.0021,0.15,-0.0041,-0.0136,-0.0277,0.3152,-0.0049
11472_38,0.25,0.3077,0.3035,-0.0041,0.2994,-0.0083,-0.0136,-0.0276,0.1874,-0.012
12264_36,0.1056,0.1541,0.1521,-0.0021,0.15,-0.0041,-0.0136,-0.0277,0.3152,-0.0049
13580_20,0.1056,0.1541,0.1521,-0.0021,0.15,-0.0041,-0.0136,-0.0277,0.3152,-0.0049
3534_17,0.2833,0.2912,0.2873,-0.0039,0.2833,-0.0079,-0.0137,-0.0279,0.0271,-0.0111
15783_22,0.2833,0.2912,0.2873,-0.0039,0.2833,-0.0079,-0.0137,-0.0279,0.0271,-0.0111
16853_19,0.3375,0.4368,0.4309,-0.0059,0.425,-0.0118,-0.0137,-0.0277,0.2273,-0.0209
3930_20,0.1382,0.133,0.1312,-0.0018,0.1294,-0.0036,-0.0138,-0.0279,-0.0392,-0.0042
8006_22,0.1382,0.133,0.1312,-0.0018,0.1294,-0.0036,-0.0138,-0.0279,-0.0392,-0.0042
9726_30,0.1382,0.133,0.1312,-0.0018,0.1294,-0.0036,-0.0138,-0.0279,-0.0392,-0.0042
15028_28,0.1382,0.133,0.1312,-0.0018,0.1294,-0.0036,-0.0138,-0.0279,-0.0392,-0.0042
9207_37,0.0294,0.1378,0.1359,-0.0019,0.134,-0.0038,-0.0139,-0.0282,0.7865,-0.0044
5496_23,0.0333,0.0343,0.0338,-5.00E-04,0.0333,-9.00E-04,-0.014,-0.0283,0.0275,-0.001
19282_14,0.0333,0.0343,0.0338,-5.00E-04,0.0333,-9.00E-04,-0.014,-0.0283,0.0275,-0.001
19776_17,0.0333,0.0343,0.0338,-5.00E-04,0.0333,-9.00E-04,-0.014,-0.0283,0.0275,-0.001
9563_8,0.0278,0.1257,0.124,-0.0017,0.1222,-0.0035,-0.014,-0.0285,0.779,-0.004
10076_39,0.0333,0.0343,0.0338,-5.00E-04,0.0333,-9.00E-04,-0.014,-0.0283,0.0275,-0.001
15863_7,0.0333,0.0343,0.0338,-5.00E-04,0.0333,-9.00E-04,-0.014,-0.0283,0.0275,-0.001
8862_12,0,0.0605,0.0597,-8.00E-04,0.0588,-0.0017,-0.0141,-0.0286,1,-0.0018
10659_40,0,0.0605,0.0597,-8.00E-04,0.0588,-0.0017,-0.0141,-0.0286,1,-0.0018
11724_21,0,0.0605,0.0597,-8.00E-04,0.0588,-0.0017,-0.0141,-0.0286,1,-0.0018
21025_36,0,0.0605,0.0597,-8.00E-04,0.0588,-0.0017,-0.0141,-0.0286,1,-0.0018
15819_33,0,0.0605,0.0597,-8.00E-04,0.0588,-0.0017,-0.0141,-0.0286,1,-0.0018
10499_9,0.2389,0.2172,0.2142,-0.003,0.2111,-0.0061,-0.0142,-0.0289,-0.0998,-0.0078
989_33,0.1736,0.1644,0.162,-0.0023,0.1597,-0.0046,-0.0143,-0.029,-0.0563,-0.0056
2534_28,0.1144,0.3734,0.3681,-0.0053,0.3627,-0.0106,-0.0144,-0.0293,0.6937,-0.0169
4749_10,0.0312,0.0322,0.0317,-5.00E-04,0.0313,-9.00E-04,-0.0145,-0.0294,0.0286,-9.00E-04
204_38,0,0.0736,0.0725,-0.0011,0.0714,-0.0021,-0.0146,-0.0297,1,-0.0023
1531_11,0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
3140_24,0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
18748_19,0,0.0736,0.0725,-0.0011,0.0714,-0.0021,-0.0146,-0.0297,1,-0.0023
8653_32,0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
13620_9,0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
15091_29,0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
16788_31,0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
7988_36,0.2611,0.3147,0.3101,-0.0046,0.3056,-0.0091,-0.0147,-0.0298,0.1702,-0.0133
11217_8,0.0625,0.2391,0.2356,-0.0035,0.2321,-0.0069,-0.0147,-0.0299,0.7386,-0.0091
3434_8,0.225,0.2832,0.2791,-0.0041,0.275,-0.0082,-0.0148,-0.03,0.2056,-0.0115
12876_39,0.225,0.2832,0.2791,-0.0041,0.275,-0.0082,-0.0148,-0.03,0.2056,-0.0115
6680_24,0,0.0572,0.0564,-8.00E-04,0.0556,-0.0017,-0.0149,-0.0303,1,-0.0018
8500_40,0,0.0572,0.0564,-8.00E-04,0.0556,-0.0017,-0.0149,-0.0303,1,-0.0018
9639_40,0.1625,0.1545,0.1523,-0.0023,0.15,-0.0045,-0.0149,-0.0303,-0.0514,-0.0054
10069_12,0.2667,0.2885,0.2842,-0.0042,0.28,-0.0085,-0.0149,-0.0303,0.0756,-0.0119
13769_36,0,0.0572,0.0564,-8.00E-04,0.0556,-0.0017,-0.0149,-0.0303,1,-0.0018
14392_12,0.0294,0.0303,0.0299,-4.00E-04,0.0294,-9.00E-04,-0.015,-0.0304,0.0295,-9.00E-04
877_18,0.15,0.2577,0.2539,-0.0039,0.25,-0.0077,-0.0152,-0.0308,0.4179,-0.0104
7508_15,0.2971,0.3033,0.2987,-0.0046,0.2941,-0.0092,-0.0153,-0.0312,0.0205,-0.0132
13969_15,0.2971,0.3033,0.2987,-0.0046,0.2941,-0.0092,-0.0153,-0.0312,0.0205,-0.0132
4284_24,0.3765,0.3154,0.3107,-0.0048,0.3059,-0.0095,-0.0154,-0.0312,-0.1935,-0.0139
9139_37,0.0278,0.0286,0.0282,-4.00E-04,0.0278,-9.00E-04,-0.0154,-0.0313,0.0303,-9.00E-04
17118_23,0.0278,0.0286,0.0282,-4.00E-04,0.0278,-9.00E-04,-0.0154,-0.0313,0.0303,-9.00E-04
3427_15,0.3944,0.3267,0.3217,-0.005,0.3167,-0.01,-0.0156,-0.0317,-0.2073,-0.0149
6400_15,0.3944,0.3267,0.3217,-0.005,0.3167,-0.01,-0.0156,-0.0317,-0.2073,-0.0149
11086_15,0.3944,0.3267,0.3217,-0.005,0.3167,-0.01,-0.0156,-0.0317,-0.2073,-0.0149
13533_15,0.3944,0.3267,0.3217,-0.005,0.3167,-0.01,-0.0156,-0.0317,-0.2073,-0.0149
1_30,0.3265,0.2823,0.2779,-0.0044,0.2735,-0.0088,-0.0157,-0.032,-0.1565,-0.0122
14689_31,0.4575,0.3643,0.3586,-0.0057,0.3529,-0.0113,-0.0158,-0.0321,-0.2559,-0.0178
3520_34,0,0.0688,0.0677,-0.0011,0.0667,-0.0022,-0.0159,-0.0323,1,-0.0023
21314_12,0,0.0688,0.0677,-0.0011,0.0667,-0.0022,-0.0159,-0.0323,1,-0.0023
4689_36,0.5147,0.3948,0.3886,-0.0062,0.3824,-0.0124,-0.016,-0.0325,-0.3038,-0.0205
9679_13,0.1778,0.2753,0.271,-0.0043,0.2667,-0.0087,-0.016,-0.0325,0.3543,-0.012
13921_24,0.2088,0.3249,0.3198,-0.0051,0.3147,-0.0102,-0.016,-0.0325,0.3574,-0.0152
15520_40,0.0312,0.1398,0.1376,-0.0022,0.1354,-0.0044,-0.016,-0.0325,0.7765,-0.0051
16383_15,0.1493,0.1434,0.1411,-0.0023,0.1389,-0.0045,-0.016,-0.0325,-0.0412,-0.0053
18592_38,0.2232,0.2629,0.2587,-0.0042,0.2545,-0.0084,-0.0162,-0.033,0.1508,-0.0114
8548_15,0.0833,0.0829,0.0816,-0.0013,0.0802,-0.0027,-0.0163,-0.0332,-0.0051,-0.0029
12883_19,0.3167,0.2755,0.2711,-0.0044,0.2667,-0.0088,-0.0163,-0.0331,-0.1494,-0.0122
15067_16,0.0833,0.0829,0.0816,-0.0013,0.0802,-0.0027,-0.0163,-0.0332,-0.0051,-0.0029
2871_32,0.4575,0.4863,0.4785,-0.0079,0.4706,-0.0157,-0.0164,-0.0334,0.0592,-0.0306
12161_35,0.1144,0.1655,0.1628,-0.0027,0.1601,-0.0053,-0.0164,-0.0334,0.3088,-0.0064
1400_27,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
4693_36,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
5519_25,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
6008_7,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
6646_18,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
6787_24,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
7037_9,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
8323_31,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
8809_15,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
10930_10,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
10999_21,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
11026_12,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
11450_13,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
11524_26,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
15000_26,0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
16100_39,0.2333,0.2136,0.2102,-0.0035,0.2067,-0.007,-0.0166,-0.0337,-0.0922,-0.0089
5357_26,0.2667,0.517,0.5085,-0.0085,0.5,-0.017,-0.0167,-0.034,0.4842,-0.0352
18946_18,0,0.0647,0.0636,-0.0011,0.0625,-0.0022,-0.0169,-0.0345,1,-0.0023
8005_23,0.1438,0.1386,0.1363,-0.0023,0.134,-0.0046,-0.0169,-0.0343,-0.0376,-0.0053
14677_29,0,0.0647,0.0636,-0.0011,0.0625,-0.0022,-0.0169,-0.0345,1,-0.0023
17939_25,0.275,0.2457,0.2416,-0.0041,0.2375,-0.0082,-0.0169,-0.0344,-0.1194,-0.0108
4804_11,0.3765,0.353,0.3471,-0.0059,0.3412,-0.0118,-0.0171,-0.0347,-0.0664,-0.0183
14084_25,0.3559,0.4261,0.4189,-0.0071,0.4118,-0.0143,-0.0171,-0.0347,0.1647,-0.0249
1741_34,0.1937,0.2329,0.2289,-0.0039,0.225,-0.0079,-0.0172,-0.0351,0.1681,-0.0103
17492_30,0.2222,0.2492,0.2449,-0.0042,0.2407,-0.0084,-0.0172,-0.035,0.1081,-0.0112
10938_30,0.25,0.2269,0.223,-0.0039,0.2191,-0.0077,-0.0173,-0.0352,-0.102,-0.01
16630_28,0.25,0.2269,0.223,-0.0039,0.2191,-0.0077,-0.0173,-0.0352,-0.102,-0.01
1730_14,0.0794,0.0792,0.0778,-0.0014,0.0765,-0.0027,-0.0174,-0.0355,-0.0029,-0.0029
3182_8,0.0794,0.0792,0.0778,-0.0014,0.0765,-0.0027,-0.0174,-0.0355,-0.0029,-0.0029
7842_23,0.085,0.0846,0.0831,-0.0014,0.0817,-0.0029,-0.0174,-0.0354,-0.0044,-0.0032
7853_23,0.085,0.0846,0.0831,-0.0014,0.0817,-0.0029,-0.0174,-0.0354,-0.0044,-0.0032
8573_29,0.085,0.0846,0.0831,-0.0014,0.0817,-0.0029,-0.0174,-0.0354,-0.0044,-0.0032
11204_26,0.0794,0.0792,0.0778,-0.0014,0.0765,-0.0027,-0.0174,-0.0355,-0.0029,-0.0029
13751_41,0.0794,0.0792,0.0778,-0.0014,0.0765,-0.0027,-0.0174,-0.0355,-0.0029,-0.0029
4074_13,0.3,0.2646,0.2601,-0.0045,0.2556,-0.0091,-0.0175,-0.0355,-0.1336,-0.0123
6378_11,0.0919,0.198,0.1946,-0.0034,0.1912,-0.0068,-0.0175,-0.0357,0.5358,-0.0085
8011_41,0.3542,0.3021,0.2969,-0.0052,0.2917,-0.0104,-0.0175,-0.0357,-0.1724,-0.0149
7927_41,0.3542,0.3021,0.2969,-0.0052,0.2917,-0.0104,-0.0175,-0.0357,-0.1724,-0.0149
12926_27,0.1696,0.1618,0.159,-0.0028,0.1562,-0.0056,-0.0175,-0.0356,-0.0483,-0.0066
1590_8,0.1944,0.1822,0.1791,-0.0032,0.1759,-0.0063,-0.0176,-0.0359,-0.067,-0.0077
5937_11,0.1944,0.1822,0.1791,-0.0032,0.1759,-0.0063,-0.0176,-0.0359,-0.067,-0.0077
8395_29,0.3167,0.2762,0.2714,-0.0048,0.2667,-0.0095,-0.0176,-0.0358,-0.1465,-0.0132
15487_12,0.2176,0.3899,0.3832,-0.0067,0.3765,-0.0135,-0.0176,-0.0358,0.4418,-0.0221
3985_39,0.2176,0.2011,0.1976,-0.0035,0.1941,-0.007,-0.0178,-0.0362,-0.0821,-0.0088
6733_30,0.3667,0.3454,0.3394,-0.0061,0.3333,-0.0121,-0.0178,-0.0363,-0.0614,-0.0185
7298_39,0.2176,0.2011,0.1976,-0.0035,0.1941,-0.007,-0.0178,-0.0362,-0.0821,-0.0088
16292_11,0.1833,0.1727,0.1697,-0.003,0.1667,-0.006,-0.0178,-0.0361,-0.0616,-0.0073
16951_15,0.1833,0.1727,0.1697,-0.003,0.1667,-0.006,-0.0178,-0.0361,-0.0616,-0.0073
7161_30,0,0.061,0.0599,-0.0011,0.0588,-0.0021,-0.0179,-0.0364,1,-0.0023
13833_10,0.3333,0.2879,0.2828,-0.0051,0.2778,-0.0101,-0.0179,-0.0364,-0.1579,-0.0142
9063_11,0.1714,0.1629,0.16,-0.0029,0.1571,-0.0058,-0.0181,-0.0369,-0.0521,-0.0069
14235_34,0.1714,0.1629,0.16,-0.0029,0.1571,-0.0058,-0.0181,-0.0369,-0.0521,-0.0069
